trial,scheduled_rollout_id,attempt,attempt_directory,disposition
358,t358_m03_eval_7_r4,1,t358_m03_eval_7_r4,eligible
359,t359_m04_eval_1_r4,1,t359_m04_eval_1_r4,eligible
360,t360_m12_eval_4_r4,1,t360_m12_eval_4_r4,eligible
361,t361_m05_eval_7_r4,1,t361_m05_eval_7_r4,eligible
362,t362_m08_eval_5_r4,1,t362_m08_eval_5_r4,eligible
363,t363_m10_eval_7_r4,1,t363_m10_eval_7_r4,eligible
364,t364_m07_eval_8_r4,1,t364_m07_eval_8_r4,eligible
365,t365_m09_eval_1_r4,1,t365_m09_eval_1_r4,eligible
366,t366_m03_eval_2_r4,1,t366_m03_eval_2_r4,eligible
367,t367_m06_eval_3_r4,1,t367_m06_eval_3_r4,incomplete_or_invalid
367,t367_m06_eval_3_r4,2,t367_m06_eval_3_r4_retry1,eligible
368,t368_m07_eval_7_r4,1,t368_m07_eval_7_r4,eligible
369,t369_m11_eval_3_r4,1,t369_m11_eval_3_r4,eligible
370,t370_m01_eval_2_r4,1,t370_m01_eval_2_r4,eligible
371,t371_m02_eval_6_r4,1,t371_m02_eval_6_r4,eligible
372,t372_m12_eval_5_r4,1,t372_m12_eval_5_r4,eligible
373,t373_m01_eval_1_r4,1,t373_m01_eval_1_r4,eligible
374,t374_m09_eval_2_r4,1,t374_m09_eval_2_r4,eligible
375,t375_m04_eval_4_r4,1,t375_m04_eval_4_r4,eligible
376,t376_m05_eval_8_r4,1,t376_m05_eval_8_r4,eligible
377,t377_m12_eval_6_r4,1,t377_m12_eval_6_r4,eligible
378,t378_m06_eval_4_r4,1,t378_m06_eval_4_r4,eligible
379,t379_m03_eval_1_r4,1,t379_m03_eval_1_r4,eligible
380,t380_m04_eval_3_r4,1,t380_m04_eval_3_r4,eligible
381,t381_m11_eval_4_r4,1,t381_m11_eval_4_r4,incomplete_or_invalid
381,t381_m11_eval_4_r4,2,t381_m11_eval_4_r4_retry1,eligible
382,t382_m02_eval_5_r4,1,t382_m02_eval_5_r4,eligible
383,t383_m08_eval_6_r4,1,t383_m08_eval_6_r4,eligible
384,t384_m10_eval_8_r4,1,t384_m10_eval_8_r4,eligible
385,t385_m08_eval_7_r5,1,t385_m08_eval_7_r5,eligible
386,t386_m10_eval_1_r5,1,t386_m10_eval_1_r5,eligible
387,t387_m04_eval_5_r5,1,t387_m04_eval_5_r5,eligible
388,t388_m11_eval_6_r5,1,t388_m11_eval_6_r5,incomplete_or_invalid
388,t388_m11_eval_6_r5,2,t388_m11_eval_6_r5_retry1,eligible
389,t389_m02_eval_8_r5,1,t389_m02_eval_8_r5,eligible
390,t390_m12_eval_7_r5,1,t390_m12_eval_7_r5,eligible
391,t391_m05_eval_2_r5,1,t391_m05_eval_2_r5,eligible
392,t392_m01_eval_3_r5,1,t392_m01_eval_3_r5,eligible
393,t393_m10_eval_2_r5,1,t393_m10_eval_2_r5,eligible
394,t394_m01_eval_4_r5,1,t394_m01_eval_4_r5,eligible
395,t395_m04_eval_6_r5,1,t395_m04_eval_6_r5,eligible
396,t396_m03_eval_3_r5,1,t396_m03_eval_3_r5,eligible
397,t397_m06_eval_6_r5,1,t397_m06_eval_6_r5,eligible
398,t398_m02_eval_7_r5,1,t398_m02_eval_7_r5,eligible
399,t399_m11_eval_5_r5,1,t399_m11_eval_5_r5,eligible
400,t400_m09_eval_3_r5,1,t400_m09_eval_3_r5,eligible
401,t401_m06_eval_5_r5,1,t401_m06_eval_5_r5,excluded
401,t401_m06_eval_5_r5,2,t401_m06_eval_5_r5_retry1,eligible
402,t402_m05_eval_1_r5,1,t402_m05_eval_1_r5,eligible
403,t403_m07_eval_2_r5,1,t403_m07_eval_2_r5,eligible
404,t404_m12_eval_8_r5,1,t404_m12_eval_8_r5,eligible
405,t405_m07_eval_1_r5,1,t405_m07_eval_1_r5,eligible
406,t406_m09_eval_4_r5,1,t406_m09_eval_4_r5,eligible
407,t407_m08_eval_8_r5,1,t407_m08_eval_8_r5,eligible
408,t408_m03_eval_4_r5,1,t408_m03_eval_4_r5,eligible
409,t409_m01_eval_5_r5,1,t409_m01_eval_5_r5,eligible
410,t410_m11_eval_7_r5,1,t410_m11_eval_7_r5,eligible
411,t411_m02_eval_2_r5,1,t411_m02_eval_2_r5,eligible
412,t412_m12_eval_1_r5,1,t412_m12_eval_1_r5,eligible
413,t413_m06_eval_7_r5,1,t413_m06_eval_7_r5,eligible
414,t414_m10_eval_4_r5,1,t414_m10_eval_4_r5,eligible
415,t415_m02_eval_1_r5,1,t415_m02_eval_1_r5,eligible
416,t416_m05_eval_3_r5,1,t416_m05_eval_3_r5,eligible
417,t417_m08_eval_2_r5,1,t417_m08_eval_2_r5,eligible
418,t418_m10_eval_3_r5,1,t418_m10_eval_3_r5,eligible
419,t419_m07_eval_4_r5,1,t419_m07_eval_4_r5,eligible
420,t420_m03_eval_5_r5,1,t420_m03_eval_5_r5,eligible
421,t421_m09_eval_6_r5,1,t421_m09_eval_6_r5,eligible
422,t422_m06_eval_8_r5,1,t422_m06_eval_8_r5,eligible
423,t423_m03_eval_6_r5,1,t423_m03_eval_6_r5,incomplete_or_invalid
423,t423_m03_eval_6_r5,2,t423_m03_eval_6_r5_retry1,eligible
424,t424_m04_eval_7_r5,1,t424_m04_eval_7_r5,eligible
425,t425_m08_eval_1_r5,1,t425_m08_eval_1_r5,eligible
426,t426_m12_eval_2_r5,1,t426_m12_eval_2_r5,eligible
427,t427_m11_eval_8_r5,1,t427_m11_eval_8_r5,eligible
428,t428_m07_eval_3_r5,1,t428_m07_eval_3_r5,eligible
429,t429_m05_eval_4_r5,1,t429_m05_eval_4_r5,eligible
430,t430_m04_eval_8_r5,1,t430_m04_eval_8_r5,eligible
431,t431_m09_eval_5_r5,1,t431_m09_eval_5_r5,eligible
432,t432_m01_eval_6_r5,1,t432_m01_eval_6_r5,eligible
433,t433_m12_eval_4_r5,1,t433_m12_eval_4_r5,eligible
434,t434_m03_eval_7_r5,1,t434_m03_eval_7_r5,eligible
435,t435_m02_eval_3_r5,1,t435_m02_eval_3_r5,eligible
436,t436_m01_eval_8_r5,1,t436_m01_eval_8_r5,eligible
437,t437_m10_eval_5_r5,1,t437_m10_eval_5_r5,eligible
438,t438_m11_eval_1_r5,1,t438_m11_eval_1_r5,eligible
439,t439_m07_eval_6_r5,1,t439_m07_eval_6_r5,eligible
440,t440_m06_eval_1_r5,1,t440_m06_eval_1_r5,eligible
441,t441_m04_eval_2_r5,1,t441_m04_eval_2_r5,eligible
442,t442_m09_eval_7_r5,1,t442_m09_eval_7_r5,eligible
443,t443_m08_eval_4_r5,1,t443_m08_eval_4_r5,incomplete_or_invalid
443,t443_m08_eval_4_r5,2,t443_m08_eval_4_r5_retry1,eligible
444,t444_m05_eval_5_r5,1,t444_m05_eval_5_r5,eligible
445,t445_m08_eval_3_r5,1,t445_m08_eval_3_r5,eligible
446,t446_m03_eval_8_r5,1,t446_m03_eval_8_r5,eligible
447,t447_m02_eval_4_r5,1,t447_m02_eval_4_r5,eligible
448,t448_m10_eval_6_r5,1,t448_m10_eval_6_r5,eligible
449,t449_m11_eval_2_r5,1,t449_m11_eval_2_r5,eligible
450,t450_m04_eval_1_r5,1,t450_m04_eval_1_r5,eligible
451,t451_m09_eval_8_r5,1,t451_m09_eval_8_r5,eligible
452,t452_m01_eval_7_r5,1,t452_m01_eval_7_r5,eligible
453,t453_m12_eval_3_r5,1,t453_m12_eval_3_r5,eligible
454,t454_m06_eval_2_r5,1,t454_m06_eval_2_r5,eligible
455,t455_m07_eval_5_r5,1,t455_m07_eval_5_r5,eligible
456,t456_m05_eval_6_r5,1,t456_m05_eval_6_r5,eligible
457,t457_m04_eval_4_r5,1,t457_m04_eval_4_r5,eligible
458,t458_m01_eval_1_r5,1,t458_m01_eval_1_r5,eligible
459,t459_m12_eval_6_r5,1,t459_m12_eval_6_r5,eligible
460,t460_m05_eval_8_r5,1,t460_m05_eval_8_r5,eligible
461,t461_m07_eval_7_r5,1,t461_m07_eval_7_r5,eligible
462,t462_m10_eval_8_r5,1,t462_m10_eval_8_r5,eligible
463,t463_m06_eval_3_r5,1,t463_m06_eval_3_r5,incomplete_or_invalid
463,t463_m06_eval_3_r5,2,t463_m06_eval_3_r5_retry1,eligible
464,t464_m03_eval_1_r5,1,t464_m03_eval_1_r5,eligible
465,t465_m12_eval_5_r5,1,t465_m12_eval_5_r5,eligible
466,t466_m11_eval_4_r5,1,t466_m11_eval_4_r5,eligible
467,t467_m02_eval_6_r5,1,t467_m02_eval_6_r5,eligible
468,t468_m01_eval_2_r5,1,t468_m01_eval_2_r5,eligible
469,t469_m07_eval_8_r5,1,t469_m07_eval_8_r5,eligible
470,t470_m05_eval_7_r5,1,t470_m05_eval_7_r5,eligible
471,t471_m09_eval_2_r5,1,t471_m09_eval_2_r5,eligible
472,t472_m08_eval_5_r5,1,t472_m08_eval_5_r5,eligible
473,t473_m04_eval_3_r5,1,t473_m04_eval_3_r5,eligible
474,t474_m06_eval_4_r5,1,t474_m06_eval_4_r5,eligible
475,t475_m09_eval_1_r5,1,t475_m09_eval_1_r5,eligible
476,t476_m11_eval_3_r5,1,t476_m11_eval_3_r5,eligible
477,t477_m08_eval_6_r5,1,t477_m08_eval_6_r5,eligible
478,t478_m03_eval_2_r5,1,t478_m03_eval_2_r5,eligible
479,t479_m10_eval_7_r5,1,t479_m10_eval_7_r5,eligible
480,t480_m02_eval_5_r5,1,t480_m02_eval_5_r5,eligible
